REF_DATE,GEO,DGUID,Gender (3a),Age (8G),Statistics (5),Coordinate,Indigenous identity (9):Total - Indigenous identity[1],Symbol,Indigenous identity (9):Indigenous identity[2],Symbol,Indigenous identity (9):Single Indigenous responses[3],Symbol,Indigenous identity (9):First Nations (North American Indian)[4],Symbol,Indigenous identity (9):Métis[5],Symbol,Indigenous identity (9):Inuk (Inuit)[6],Symbol,Indigenous identity (9):Multiple Indigenous responses[7],Symbol,Indigenous identity (9):Indigenous responses not included elsewhere[8],Symbol,Indigenous identity (9):Non-Indigenous identity[9],Symbol
2021,Torbay,2021A00051001509,Men+,45 to 54 years,2021 Counts,89.2.6.1,700,,15,,15,,15,,0,,0,,0,,0,,685,
2021,Torbay,2021A00051001509,Men+,45 to 54 years,2016 Counts,89.2.6.2,695,,20,,20,,0,,0,,0,,0,,10,,670,
2021,Torbay,2021A00051001509,Men+,45 to 54 years,% distribution (2021),89.2.6.3,100,,2.1,,2.1,,2.1,,0,,0,,0,,0,,97.9,
2021,Torbay,2021A00051001509,Men+,45 to 54 years,% distribution (2016),89.2.6.4,100,,2.9,,2.9,,0,,0,,0,,0,,1.4,,96.4,
2021,Torbay,2021A00051001509,Men+,45 to 54 years,% change (2016 to 2021),89.2.6.5,1.4,,-50,,-33.3,,0,...,0,...,0,...,0,...,0,...,3,
2021,Torbay,2021A00051001509,Men+,55 to 64 years,2021 Counts,89.2.7.1,530,,0,,0,,0,,0,,0,,0,,0,,520,
2021,Torbay,2021A00051001509,Men+,55 to 64 years,2016 Counts,89.2.7.2,455,,10,,10,,10,,0,,0,,0,,0,,445,
2021,Torbay,2021A00051001509,Men+,55 to 64 years,% distribution (2021),89.2.7.3,100,,0,,0,,0,,0,,0,,0,,0,,98.1,
2021,Torbay,2021A00051001509,Men+,55 to 64 years,% distribution (2016),89.2.7.4,100,,2.2,,2.2,,2.2,,0,,0,,0,,0,,97.8,
2021,Torbay,2021A00051001509,Men+,55 to 64 years,% change (2016 to 2021),89.2.7.5,17.6,,0,,0,,-100,,0,...,0,...,0,...,0,...,18,
2021,Torbay,2021A00051001509,Men+,65 years and over,2021 Counts,89.2.8.1,495,,0,,0,,0,,0,,0,,0,,0,,485,
2021,Torbay,2021A00051001509,Men+,65 years and over,2016 Counts,89.2.8.2,350,,10,,10,,10,,0,,0,,0,,0,,340,
2021,Torbay,2021A00051001509,Men+,65 years and over,% distribution (2021),89.2.8.3,100,,0,,0,,0,,0,,0,,0,,0,,98,
2021,Torbay,2021A00051001509,Men+,65 years and over,% distribution (2016),89.2.8.4,100,,2.9,,2.9,,2.9,,0,,0,,0,,0,,97.1,
2021,Torbay,2021A00051001509,Men+,65 years and over,% change (2016 to 2021),89.2.8.5,41.4,,-100,,-100,,0,...,0,...,0,...,0,...,0,...,44.1,
2021,Torbay,2021A00051001509,Women+,Total - Age,2021 Counts,89.3.1.1,3925,,150,,140,,85,,50,,0,,0,,0,,3775,
2021,Torbay,2021A00051001509,Women+,Total - Age,2016 Counts,89.3.1.2,3945,,125,,125,,75,,30,,20,,0,,0,,3820,
2021,Torbay,2021A00051001509,Women+,Total - Age,% distribution (2021),89.3.1.3,100,,3.8,,3.6,,2.2,,1.3,,0,,0,,0,,96.2,
2021,Torbay,2021A00051001509,Women+,Total - Age,% distribution (2016),89.3.1.4,100,,3.2,,3.2,,1.9,,0.8,,0.5,,0,,0,,96.8,
2021,Torbay,2021A00051001509,Women+,Total - Age,% change (2016 to 2021),89.3.1.5,-0.6,,16,,12,,20,,66.7,,-100,,0,...,0,...,-1.3,
2021,Torbay,2021A00051001509,Women+,0 to 14 years,2021 Counts,89.3.2.1,675,,55,,55,,30,,20,,0,,0,,0,,625,
2021,Torbay,2021A00051001509,Women+,0 to 14 years,2016 Counts,89.3.2.2,830,,15,,15,,10,,0,,0,,0,,0,,810,
2021,Torbay,2021A00051001509,Women+,0 to 14 years,% distribution (2021),89.3.2.3,100,,8.1,,8.1,,4.4,,3,,0,,0,,0,,92.6,
2021,Torbay,2021A00051001509,Women+,0 to 14 years,% distribution (2016),89.3.2.4,100,,1.8,,1.8,,1.2,,0,,0,,0,,0,,97.6,
2021,Torbay,2021A00051001509,Women+,0 to 14 years,% change (2016 to 2021),89.3.2.5,-18.7,,266.7,,266.7,,150,,0,...,0,...,0,...,0,...,-23.5,
2021,Torbay,2021A00051001509,Women+,15 to 24 years,2021 Counts,89.3.3.1,455,,25,,25,,20,,0,,0,,0,,0,,435,
2021,Torbay,2021A00051001509,Women+,15 to 24 years,2016 Counts,89.3.3.2,400,,30,,30,,15,,0,,15,,0,,0,,365,
2021,Torbay,2021A00051001509,Women+,15 to 24 years,% distribution (2021),89.3.3.3,100,,5.5,,5.5,,4.4,,0,,0,,0,,0,,95.6,
2021,Torbay,2021A00051001509,Women+,15 to 24 years,% distribution (2016),89.3.3.4,100,,7.5,,7.5,,3.8,,0,,3.8,,0,,0,,91.3,
2021,Torbay,2021A00051001509,Women+,15 to 24 years,% change (2016 to 2021),89.3.3.5,13.8,,-33.3,,-33.3,,33.3,,0,...,0,...,0,...,0,...,19.2,
2021,Torbay,2021A00051001509,Women+,25 to 34 years,2021 Counts,89.3.4.1,385,,0,,0,,0,,0,,0,,0,,0,,380,
2021,Torbay,2021A00051001509,Women+,25 to 34 years,2016 Counts,89.3.4.2,475,,30,,30,,15,,10,,0,,0,,0,,445,
2021,Torbay,2021A00051001509,Women+,25 to 34 years,% distribution (2021),89.3.4.3,100,,0,,0,,0,,0,,0,,0,,0,,98.7,
2021,Torbay,2021A00051001509,Women+,25 to 34 years,% distribution (2016),89.3.4.4,100,,6.3,,6.3,,3.2,,2.1,,0,,0,,0,,93.7,
2021,Torbay,2021A00051001509,Women+,25 to 34 years,% change (2016 to 2021),89.3.4.5,-18.9,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,-100,
2021,Torbay,2021A00051001509,Women+,35 to 44 years,2021 Counts,89.3.5.1,610,,30,,30,,10,,15,,0,,0,,0,,585,
2021,Torbay,2021A00051001509,Women+,35 to 44 years,2016 Counts,89.3.5.2,725,,15,,15,,15,,0,,0,,0,,0,,715,
2021,Torbay,2021A00051001509,Women+,35 to 44 years,% distribution (2021),89.3.5.3,100,,4.9,,4.9,,1.6,,2.5,,0,,0,,0,,95.9,
2021,Torbay,2021A00051001509,Women+,35 to 44 years,% distribution (2016),89.3.5.4,100,,2.1,,2.1,,2.1,,0,,0,,0,,0,,98.6,
2021,Torbay,2021A00051001509,Women+,35 to 44 years,% change (2016 to 2021),89.3.5.5,-15.9,,66.7,,66.7,,0,,0,...,0,...,0,...,0,...,-18.2,
2021,Torbay,2021A00051001509,Women+,45 to 54 years,2021 Counts,89.3.6.1,690,,25,,25,,20,,10,,0,,0,,0,,660,
2021,Torbay,2021A00051001509,Women+,45 to 54 years,2016 Counts,89.3.6.2,665,,20,,20,,15,,0,,0,,0,,0,,645,
2021,Torbay,2021A00051001509,Women+,45 to 54 years,% distribution (2021),89.3.6.3,100,,3.6,,3.6,,2.9,,1.4,,0,,0,,0,,95.7,
2021,Torbay,2021A00051001509,Women+,45 to 54 years,% distribution (2016),89.3.6.4,100,,3,,3,,2.3,,0,,0,,0,,0,,97,
2021,Torbay,2021A00051001509,Women+,45 to 54 years,% change (2016 to 2021),89.3.6.5,3,,50,,50,,33.3,,0,...,0,...,0,...,0,...,2.3,
2021,Torbay,2021A00051001509,Women+,55 to 64 years,2021 Counts,89.3.7.1,560,,0,,0,,0,,0,,0,,0,,0,,560,
2021,Torbay,2021A00051001509,Women+,55 to 64 years,2016 Counts,89.3.7.2,505,,10,,10,,10,,0,,0,,0,,0,,490,
2021,Torbay,2021A00051001509,Women+,55 to 64 years,% distribution (2021),89.3.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Torbay,2021A00051001509,Women+,55 to 64 years,% distribution (2016),89.3.7.4,100,,2,,2,,2,,0,,0,,0,,0,,97,
2021,Torbay,2021A00051001509,Women+,55 to 64 years,% change (2016 to 2021),89.3.7.5,10.9,,-100,,-100,,0,...,0,...,0,...,0,...,0,...,13.3,
2021,Torbay,2021A00051001509,Women+,65 years and over,2021 Counts,89.3.8.1,545,,10,,0,,0,,0,,0,,0,,0,,535,
2021,Torbay,2021A00051001509,Women+,65 years and over,2016 Counts,89.3.8.2,360,,0,,0,,0,,0,,0,,0,,0,,355,
2021,Torbay,2021A00051001509,Women+,65 years and over,% distribution (2021),89.3.8.3,100,,1.8,,0,,0,,0,,0,,0,,0,,98.2,
2021,Torbay,2021A00051001509,Women+,65 years and over,% distribution (2016),89.3.8.4,100,,0,,0,,0,,0,,0,,0,,0,,98.6,
2021,Torbay,2021A00051001509,Women+,65 years and over,% change (2016 to 2021),89.3.8.5,51.4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,52.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,Total - Age,2021 Counts,90.1.1.1,2365,,70,,70,,45,,15,,10,,0,,0,,2295,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,Total - Age,2016 Counts,90.1.1.2,2215,,125,,115,,85,,30,,0,,0,,10,,2095,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,Total - Age,% distribution (2021),90.1.1.3,100,,3,,3,,1.9,,0.6,,0.4,,0,,0,,97,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,Total - Age,% distribution (2016),90.1.1.4,100,,5.6,,5.2,,3.8,,1.4,,0,,0,,0.5,,94.6,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,Total - Age,% change (2016 to 2021),90.1.1.5,6.8,,-40,,-43.5,,-47.1,,-50,,0,...,0,...,-100,,9.5,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,0 to 14 years,2021 Counts,90.1.2.1,380,,20,,20,,10,,0,,0,,0,,0,,355,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,0 to 14 years,2016 Counts,90.1.2.2,380,,50,,50,,25,,25,,0,,0,,0,,330,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,0 to 14 years,% distribution (2021),90.1.2.3,100,,5.3,,5.3,,2.6,,0,,0,,0,,0,,93.4,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,0 to 14 years,% distribution (2016),90.1.2.4,100,,13.2,,13.2,,6.6,,6.6,,0,,0,,0,,86.8,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,0 to 14 years,% change (2016 to 2021),90.1.2.5,-1.3,,-60,,-60,,-40,,-100,,0,...,0,...,0,...,9.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,15 to 24 years,2021 Counts,90.1.3.1,270,,10,,10,,10,,0,,0,,0,,0,,260,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,15 to 24 years,2016 Counts,90.1.3.2,270,,30,,25,,25,,0,,0,,0,,0,,245,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,15 to 24 years,% distribution (2021),90.1.3.3,100,,3.7,,3.7,,3.7,,0,,0,,0,,0,,96.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,15 to 24 years,% distribution (2016),90.1.3.4,100,,11.1,,9.3,,9.3,,0,,0,,0,,0,,90.7,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,15 to 24 years,% change (2016 to 2021),90.1.3.5,0,,-66.7,,-60,,-60,,0,...,0,...,0,...,0,...,6.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,25 to 34 years,2021 Counts,90.1.4.1,180,,10,,0,,0,,0,,0,,0,,0,,175,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,25 to 34 years,2016 Counts,90.1.4.2,165,,10,,10,,10,,0,,0,,0,,0,,160,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,25 to 34 years,% distribution (2021),90.1.4.3,100,,5.6,,0,,0,,0,,0,,0,,0,,97.2,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,25 to 34 years,% distribution (2016),90.1.4.4,100,,6.1,,6.1,,6.1,,0,,0,,0,,0,,97,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,25 to 34 years,% change (2016 to 2021),90.1.4.5,12.1,,0,,0,,0,,0,...,0,...,0,...,0,...,6.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,35 to 44 years,2021 Counts,90.1.5.1,285,,0,,0,,0,,0,,0,,0,,0,,285,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,35 to 44 years,2016 Counts,90.1.5.2,260,,15,,15,,10,,10,,0,,0,,0,,240,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,35 to 44 years,% distribution (2021),90.1.5.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,35 to 44 years,% distribution (2016),90.1.5.4,100,,5.8,,5.8,,3.8,,3.8,,0,,0,,0,,92.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,35 to 44 years,% change (2016 to 2021),90.1.5.5,9.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,18.8,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,45 to 54 years,2021 Counts,90.1.6.1,410,,15,,15,,10,,0,,0,,0,,0,,390,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,45 to 54 years,2016 Counts,90.1.6.2,410,,10,,10,,10,,0,,0,,0,,0,,400,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,45 to 54 years,% distribution (2021),90.1.6.3,100,,3.7,,3.7,,2.4,,0,,0,,0,,0,,95.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,45 to 54 years,% distribution (2016),90.1.6.4,100,,2.4,,2.4,,2.4,,0,,0,,0,,0,,97.6,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,45 to 54 years,% change (2016 to 2021),90.1.6.5,0,,100,,100,,-100,,0,...,0,...,0,...,0,...,-100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,55 to 64 years,2021 Counts,90.1.7.1,455,,0,,0,,0,,0,,0,,0,,0,,450,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,55 to 64 years,2016 Counts,90.1.7.2,350,,10,,0,,0,,0,,0,,0,,0,,345,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,55 to 64 years,% distribution (2021),90.1.7.3,100,,0,,0,,0,,0,,0,,0,,0,,98.9,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,55 to 64 years,% distribution (2016),90.1.7.4,100,,2.9,,0,,0,,0,,0,,0,,0,,98.6,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,55 to 64 years,% change (2016 to 2021),90.1.7.5,30,,-100,,0,...,0,...,0,...,0,...,0,...,0,...,31.9,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,65 years and over,2021 Counts,90.1.8.1,385,,0,,0,,0,,0,,0,,0,,0,,385,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,65 years and over,2016 Counts,90.1.8.2,380,,0,,0,,0,,0,,0,,0,,0,,380,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,65 years and over,% distribution (2021),90.1.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,65 years and over,% distribution (2016),90.1.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Total - Gender,65 years and over,% change (2016 to 2021),90.1.8.5,2.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,Total - Age,2021 Counts,90.2.1.1,1205,,40,,35,,30,,0,,0,,0,,0,,1170,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,Total - Age,2016 Counts,90.2.1.2,1120,,70,,60,,40,,20,,0,,0,,10,,1050,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,Total - Age,% distribution (2021),90.2.1.3,100,,3.3,,2.9,,2.5,,0,,0,,0,,0,,97.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,Total - Age,% distribution (2016),90.2.1.4,100,,6.3,,5.4,,3.6,,1.8,,0,,0,,0.9,,93.8,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,Total - Age,% change (2016 to 2021),90.2.1.5,7.6,,-42.9,,-33.3,,-12.5,,0,...,0,...,0,...,-100,,11,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,0 to 14 years,2021 Counts,90.2.2.1,205,,0,,0,,0,,0,,0,,0,,0,,205,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,0 to 14 years,2016 Counts,90.2.2.2,215,,30,,30,,10,,20,,0,,0,,0,,190,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,0 to 14 years,% distribution (2021),90.2.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,0 to 14 years,% distribution (2016),90.2.2.4,100,,14,,14,,4.7,,9.3,,0,,0,,0,,88.4,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,0 to 14 years,% change (2016 to 2021),90.2.2.5,-4.7,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,5.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,15 to 24 years,2021 Counts,90.2.3.1,150,,10,,10,,10,,0,,0,,0,,0,,140,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,15 to 24 years,2016 Counts,90.2.3.2,130,,15,,10,,10,,0,,0,,0,,0,,110,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,15 to 24 years,% distribution (2021),90.2.3.3,100,,6.7,,6.7,,6.7,,0,,0,,0,,0,,93.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,15 to 24 years,% distribution (2016),90.2.3.4,100,,11.5,,7.7,,7.7,,0,,0,,0,,0,,84.6,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,15 to 24 years,% change (2016 to 2021),90.2.3.5,15.4,,-33.3,,0,,0,,0,...,0,...,0,...,0,...,22.7,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,25 to 34 years,2021 Counts,90.2.4.1,85,,10,,0,,0,,0,,0,,0,,0,,75,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,25 to 34 years,2016 Counts,90.2.4.2,85,,0,,0,,0,,0,,0,,0,,0,,80,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,25 to 34 years,% distribution (2021),90.2.4.3,100,,11.8,,0,,0,,0,,0,,0,,0,,88.2,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,25 to 34 years,% distribution (2016),90.2.4.4,100,,0,,0,,0,,0,,0,,0,,0,,94.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,25 to 34 years,% change (2016 to 2021),90.2.4.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-6.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,35 to 44 years,2021 Counts,90.2.5.1,120,,0,,0,,0,,0,,0,,0,,0,,120,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,35 to 44 years,2016 Counts,90.2.5.2,125,,10,,10,,10,,0,,0,,0,,0,,120,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,35 to 44 years,% distribution (2021),90.2.5.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,35 to 44 years,% distribution (2016),90.2.5.4,100,,8,,8,,8,,0,,0,,0,,0,,96,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,35 to 44 years,% change (2016 to 2021),90.2.5.5,-4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,45 to 54 years,2021 Counts,90.2.6.1,205,,10,,10,,10,,0,,0,,0,,0,,195,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,45 to 54 years,2016 Counts,90.2.6.2,190,,10,,10,,10,,0,,0,,0,,0,,185,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,45 to 54 years,% distribution (2021),90.2.6.3,100,,4.9,,4.9,,4.9,,0,,0,,0,,0,,95.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,45 to 54 years,% distribution (2016),90.2.6.4,100,,5.3,,5.3,,5.3,,0,,0,,0,,0,,97.4,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,45 to 54 years,% change (2016 to 2021),90.2.6.5,7.9,,0,,0,,-100,,0,...,0,...,0,...,0,...,-100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,55 to 64 years,2021 Counts,90.2.7.1,230,,0,,0,,0,,0,,0,,0,,0,,230,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,55 to 64 years,2016 Counts,90.2.7.2,190,,0,,0,,0,,0,,0,,0,,0,,185,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,55 to 64 years,% distribution (2021),90.2.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,55 to 64 years,% distribution (2016),90.2.7.4,100,,0,,0,,0,,0,,0,,0,,0,,97.4,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,55 to 64 years,% change (2016 to 2021),90.2.7.5,21.1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,24.3,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,65 years and over,2021 Counts,90.2.8.1,205,,0,,0,,0,,0,,0,,0,,0,,205,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,65 years and over,2016 Counts,90.2.8.2,190,,0,,0,,0,,0,,0,,0,,0,,190,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,65 years and over,% distribution (2021),90.2.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,65 years and over,% distribution (2016),90.2.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Men+,65 years and over,% change (2016 to 2021),90.2.8.5,13.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13.5,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,Total - Age,2021 Counts,90.3.1.1,1160,,35,,35,,15,,15,,0,,0,,0,,1125,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,Total - Age,2016 Counts,90.3.1.2,1095,,55,,55,,40,,15,,0,,0,,0,,1045,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,Total - Age,% distribution (2021),90.3.1.3,100,,3,,3,,1.3,,1.3,,0,,0,,0,,97,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,Total - Age,% distribution (2016),90.3.1.4,100,,5,,5,,3.7,,1.4,,0,,0,,0,,95.4,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,Total - Age,% change (2016 to 2021),90.3.1.5,5.9,,-45.5,,-45.5,,-75,,0,,0,...,0,...,0,...,8.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,0 to 14 years,2021 Counts,90.3.2.1,170,,15,,15,,10,,0,,0,,0,,0,,155,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,0 to 14 years,2016 Counts,90.3.2.2,160,,20,,20,,15,,0,,0,,0,,0,,140,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,0 to 14 years,% distribution (2021),90.3.2.3,100,,8.8,,8.8,,5.9,,0,,0,,0,,0,,91.2,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,0 to 14 years,% distribution (2016),90.3.2.4,100,,12.5,,12.5,,9.4,,0,,0,,0,,0,,87.5,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,0 to 14 years,% change (2016 to 2021),90.3.2.5,6.3,,-25,,-25,,-33.3,,0,...,0,...,0,...,0,...,10.7,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,15 to 24 years,2021 Counts,90.3.3.1,120,,0,,0,,0,,0,,0,,0,,0,,120,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,15 to 24 years,2016 Counts,90.3.3.2,145,,10,,10,,10,,0,,0,,0,,0,,135,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,15 to 24 years,% distribution (2021),90.3.3.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,15 to 24 years,% distribution (2016),90.3.3.4,100,,6.9,,6.9,,6.9,,0,,0,,0,,0,,93.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,15 to 24 years,% change (2016 to 2021),90.3.3.5,-17.2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-7.7,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,25 to 34 years,2021 Counts,90.3.4.1,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,25 to 34 years,2016 Counts,90.3.4.2,85,,0,,0,,0,,0,,0,,0,,0,,85,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,25 to 34 years,% distribution (2021),90.3.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,25 to 34 years,% distribution (2016),90.3.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,25 to 34 years,% change (2016 to 2021),90.3.4.5,11.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11.8,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,35 to 44 years,2021 Counts,90.3.5.1,160,,0,,0,,0,,0,,0,,0,,0,,160,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,35 to 44 years,2016 Counts,90.3.5.2,135,,10,,10,,0,,10,,0,,0,,0,,125,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,35 to 44 years,% distribution (2021),90.3.5.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
